Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1Y Return","5Y CAGR"
Gokaldas Exports Ltd,GOKEX,"Apparel & Accessories","5627.54887079","934.35","32.53482610157837","162.79004359443113","67.01525459350337"
Gateway Distriparks Ltd,GATEWAY,"Logistics","5608.5020591","111.65","23.379474171912147","83.18293683347005",
Sula Vineyards Ltd,SULA,"Alcoholic Beverages","5598.22739157","646.5","66.60591780571093","80.25930572982017",
GHCL Ltd,GHCL,"Commodity Chemicals","5595.54560163","580.45","4.901622854165757","24.79424033212036","19.83437463308031"
Jindal Worldwide Ltd,JINDWORLD,"Textiles","5593.516558","273.3","48.33664498790183","-22.380005680204487","30.885924654617057"
ITD Cementation India Ltd,ITDCEM,"Construction & Engineering","5573.64816288","315.7","44.858335314929334","205.6147144240077","22.2540765551273"
Aurionpro Solutions Ltd,AURIONPRO,"IT Services & Consulting","5522.2450392","2254.2","56.74316727496914","555.0050849920093","80.94944836687161"
IFB Industries Ltd,IFBIND,"Auto Parts","5520.88854898","1267.2","369.5373861432231","53.20074956174818","9.697232291548307"
Kennametal India Ltd,KENNAMET,,"5513.79096","2514","62.87104857468648","16.370032633601042",
Gabriel India Ltd,GABRIEL,"Auto Parts","5511.6179778","384.2","41.64426126029473","120.36134212790364","21.2012539154832"
Indo Count Industries Ltd,ICIL,"Textiles","5508.8814671","272.9","19.9034665333478","105.41964621753857","44.04897483102226"
Technocraft Industries (India) Ltd,TIIL,"Industrial Machinery","5492.2059135300005","2443.7","20.56312820970463","169.29307399856737","36.103010115981206"
Tips Industries Ltd,TIPSINDLTD,"Movies & TV Serials","5486.3839248","430.75","71.69869216936748","178.7935665512443","133.92144285683477"
Astra Micro Wave Products Ltd,ASTRAMICRO,"Communication & Networking","5476.90278648","610.45","78.40948871123842","131.71379768457015","51.082324873534276"
Dhanuka Agritech Ltd,DHANUKA,"Fertilizers & Agro Chemicals","5467.34785542","1129.7","23.414765976102775","66.89318954055253","20.866993558285785"
Jaiprakash Associates Ltd,JPASSOCIAT,"Conglomerates","5461.475299","22","-4.070169320256662","145.8100558659218","26.65542063913464"
Lloyds Steels Industries Ltd,LLOYDSENGG,"Industrial Machinery","5460.39950176","47.2","148.21931329424538","118.57005988523912","117.85192574464958"
Sansera Engineering Ltd,SANSERA,"Auto Parts","5457.71373","1019.45","37.33046326949384","41.668982768204565",
India Tourism Development Corp Ltd,ITDC,"Tour & Travel Services","5451.074217","838.9","92.15679149619618","152.37665463297233","24.248949050047397"
MAS Financial Services Ltd,MASFIN,"Diversified Financials","5448.71244624","1007.4","26.806614416215698","26.95652173913043","14.090068500233532"
Suprajit Engineering Ltd,SUPRAJIT,"Auto Parts","5432.846450725","392.25","35.716563347084396","22.21529833307369","14.703635681028459"
Cyient DLM Ltd,CYIENTDLM,"Industrial Machinery","5418.5909223","677.25","170.8256911191679","61.01997146932952",
Choice International Ltd,CHOICEIN,"Investment Banking & Brokerage","5404.6662425","553.35","89.5108685409076","116.61773341162656",
Heidelbergcement India Ltd,HEIDELBERG,"Cement","5315.21063578","222.75","53.596961135222415","32.589285714285715","8.652821354913964"
Kesoram Industries Ltd,KESORAMIND,"Tires & Rubber","5304.582045725","171","-27.305204332758603","200.7915567282322","23.758820930768177"
Indiabulls Real Estate Ltd,IBREALEST,"Real Estate","5302.5382438","100.7","-8.715832610868208","44.0629470672389","6.0419991653192895"
ICRA Ltd,ICRA,"Stock Exchanges & Ratings","5284.73678859","5616.65","39.07961834348887","27.1252998958852","13.378849032689534"
TCI Express Ltd,TCIEXP,"Logistics","5277.64621995","1384.15","37.89234793186388","-4.356688778330566","17.584125752042958"
Protean eGov Technologies Ltd,PROTEAN,,"5241.8964672","1458.85","48.96680492480153","65.21517553793883",
Force Motors Ltd,FORCEMOT,,"5225.77139051","3917.55","39.1033477290484","170.20381418767462",
IIFL Securities Ltd,IIFLSEC,"Diversified Financials","5215.466221","160.25","20.849355270837485","134.1124908692476",
Healthcare Global Enterprises Ltd,HCG,"Hospitals & Diagnostic Centres","5181.885872835","359.55","176.61506042382427","26.113644335320934","12.553608259546323"
Nippon India ETF Gold BeES,GOLDBEES,"Gold","5168.879891351","53.58",,"6.162076481077867","12.715458512677014"
AGI Greenpac Ltd,AGI,"Packaging","5163.821464515","789.9","19.73711525633528","149.88927554571336","24.97436540467084"
Rallis India Ltd,RALLIS,"Fertilizers & Agro Chemicals","5141.7574516","254.8","55.925140870132665","23.15128081198647","9.588978104084479"
West Coast Paper Mills Ltd,WSTCSTPAPR,"Paper Products","5125.3952608","755.05","5.441087136457251","43.99733002765327","23.137558738209663"
Ashoka Buildcon Ltd,ASHOKA,"Construction & Engineering","5113.373397655","176.3","13.76857503811464","125.44757033248081","7.791813541348969"
Banco Products (India) Ltd,BANCOINDIA,"Auto Parts","5112.51069525","698","21.702724010909698","250.05015045135406","32.72023561726542"
Patel Engineering Ltd,PATELENG,"Construction & Engineering","5085.6912321400005","69.15","27.717959625790225","318.60556930041594","20.263804286514574"
PG Electroplast Ltd,PGEL,"Electronic Equipments","5024.698679625","1987.75","64.826456968456","94.36296079006551","86.28831224270937"
Lloyds Enterprises Ltd,LLOYDSENT,,"5005.818253635","37.38","102.64134208806644","335.15715948777654","82.62670974298527"
Wonderla Holidays Ltd,WONDERLA,"Theme Parks & Gaming","4970.53180734","865.35","33.38391972153939","150.97157772621807","24.534261942170566"
Transformers and Rectifiers (India) Ltd,TRIL,"Heavy Electrical Equipments","4958.38012838","344.9","121.79759588258467","382.0405310971348","96.40938574070914"
Greenpanel Industries Ltd,GREENPANEL,"Wood Products","4899.577567225","391.1","19.10017763614924","36.4381650095936",
Balmer Lawrie and Company Ltd,BALMLAWRIE,"Conglomerates","4870.18953408","284.2","28.33977034669768","142.9059829059829","17.92916031168781"
J Kumar Infraprojects Ltd,JKIL,"Construction & Engineering","4854.69886496","664.45","17.69269603469515","152.25892179195145","44.1919516938809"
Welspun Enterprises Ltd,WELENT,"Construction & Engineering","4849.5109455","354.9","6.709711308733187","146.03119584055457","29.914455798843264"
Fedbank Financial Services Ltd,FEDFINA,"Diversified Financials","4847.925235875","131.55","26.91348046341531","-6.2032085561497246",
Aarti Drugs Ltd,AARTIDRUGS,"Pharmaceuticals","4841.756775","509.35","29.11634358650548","26.640974639482852","27.937983184652104"
Aarti Pharmalabs Ltd,AARTIPHARM,"Labs & Life Sciences Services","4831.72561652","516.55","24.971448739056246","109.00262998179241",
TeamLease Services Ltd,TEAMLEASE,"Employment Services","4805.238581","2960.95","43.154365343511316","31.676783848086615","1.6549394912894977"
Privi Speciality Chemicals Ltd,PRIVISCL,"Specialty Chemicals","4793.38465326","1244.45","215.918227624325","25.183583140529127","29.023008033871832"
Black Box Ltd,BBOX,"Software Services","4768.490924","279.1","201.20214869198585","119.24587588373922","64.67124968176688"
Tarc Ltd,TARC,"Real Estate","4755.477438525","157.4","233.79928409660764","293.99249061326657",
Jamna Auto Industries Ltd,JAMNAAUTO,"Auto Parts","4726.53703725","118.5","28.068988878496324","13.018597997138775","15.621070384127655"
Kewal Kiran Clothing Ltd,KKCL,"Apparel & Accessories","4722.9541784","761.25","39.6820213275079","70.6073509636934","26.137497598849933"
TD Power Systems Ltd,TDPOWERSYS,"Heavy Electrical Equipments","4722.58385424","299.9","48.77694540632101","134.38843298163346","63.20570669262617"
Aditya Vision Ltd,AVL,"Retail - Speciality","4705.06806","3800","73.36766037735846","171.5061446127465","129.25903986106246"
Tilaknagar Industries Ltd,TI,"Alcoholic Beverages","4695.01198431","250.9","31.32305013216362","122.42907801418441","72.13869834571602"
Pricol Ltd,PRICOLLTD,"Auto Parts","4667.45196591","408.85","37.43244819881305","113.55445285975453","60.48947469428207"
Gallantt Metal Ltd,GALLANTT,"Iron & Steel","4627.7685251","226.8","32.84434723278919","245.9954233409611","36.22264680289609"
Jayaswal Neco Industries Ltd,JAYNECOIND,"Iron & Steel","4621.9516414400005","49","20.373585653883495","121.71945701357465","53.23346326846217"
JTL Infra Ltd,JTLIND,"Iron & Steel","4618.3593028","269.7","51.2354038473484","66.99690402476779",
Hinduja Global Solutions Ltd,HGS,"Outsourced services","4573.176616925","958.5","13.772554184384882","-26.16984402079723","25.174351037711794"
Jain Irrigation Systems Ltd,JISLJALEQS,"Agricultural & Farm Machinery","4569.058408819999","64.5","5.520119859395198","115.7190635451505","1.7124866474496514"
India Pesticides Ltd,IPL,"Fertilizers & Agro Chemicals","4556.4441940199995","404.85","31.80985893619099","77.06101027771703",
Tinplate Company of India Ltd,TINPLATE,"Iron & Steel","4505.9418159","430.5","31.547586752782998","24.81878805450856","25.180882387399926"
Nocil Ltd,NOCIL,"Commodity Chemicals","4487.76883565","273.4","30.088963028159554","31.8225650916104","14.470683517268522"
Sindhu Trade Links Ltd,SINDHUTRAD,"Conglomerates","4487.0127498","27.15","10943.933536083237","28.978622327790962","44.902600884182895"
Orient Electric Ltd,ORIENTELEC,"Home Electronics & Appliances","4460.414118594999","220.25","58.805723382926494","-19.085231447465098","9.817190855788427"
Orissa Minerals Development Company Ltd,ORISSAMINE,"Mining - Diversified","4455.84","7114.5","-269.2350453172206","157.64105164047223","56.01233512291732"
Nippon India ETF Nifty BeES,NIFTYBEES,"Equity","4449.399917086","241.3",,"25.08423617230834","16.21036289854647"
Rossari Biotech Ltd,ROSSARI,"Specialty Chemicals","4400.06496207","781.8","41.03007238036172","13.394734933642745",
Steel Strips Wheels Ltd,SSWL,"Auto Parts","4390.8825135","276.15","22.6579416559162","89.20863309352518","26.073900698550734"
Dynamatic Technologies Ltd,DYNAMATECH,"Auto Parts","4345.946247344999","6271.9","101.56453020203317","162.64237855946396","35.62868210993564"
Subros Ltd,SUBROS,"Auto Parts","4326.76111875","660","90.31018824358058","124.0325865580448","22.17052453810775"
Epigral Ltd,EPIGRAL,"Commodity Chemicals","4323.91719227","1021.8","12.23934893645267","-2.5650805759511863",
DCB Bank Ltd,DCBBANK,"Private Banks","4321.758470565001","137.25","9.282924801454156","27.496516488620525","-4.986520692430208"
V-mart Retail Ltd,VMART,"Retail - Department Stores","4308.436639375","2137.05","-549.545489716199","-22.289090909090906","-4.137141049284887"
Max Estates Ltd,MAXESTATES,"Real Estate","4294.1216666400005","292.1","225.8875153413993","3.1973149620208483",
Ami Organics Ltd,AMIORG,"Pharmaceuticals","4290.50018027","1139.45","51.50660480516204","27.75535373920844",
Orchid Pharma Ltd,ORCHPHARMA,"Pharmaceuticals","4285.25718145","829.1","92.51418785513826","145.44108940201303",
Nucleus Software Exports Ltd,NUCLEUS,"Software Services","4278.24330858","1583.05","33.47870184349323","302.24876127556854","34.669118315286475"
Unitech Ltd,UNITECH,"Real Estate","4277.652211844999","17.15","-1.5344901698712543","939.3939393939393","62.792567620384474"
Sunflag Iron and Steel Co Ltd,SUNFLAG,"Iron & Steel","4265.79433416","233.1","3.8248297161814437","74.02015677491602","37.925662469567946"
WPIL Ltd,WPIL,"Industrial Machinery","4257.6655136","4496","22.50589657257636","295.02701752844524","42.02100976843774"
Advanced Enzyme Technologies Ltd,ADVENZYMES,"Specialty Chemicals","4257.14253525","387.3","40.30240022010793","43.02067946824224","18.6941013681325"
Sundaram Finance Holdings Ltd,SUNDARMHLD,"Diversified Financials","4255.5099576","185.35","17.91416526036624","116.65692577440093","18.70220123961719"
Samhi Hotels Ltd,SAMHI,"Hotels, Resorts & Cruise Lines","4244.05762059","203.3","-12.534503737824513","41.771269177126925",
Hathway Cable and Datacom Ltd,HATHWAY,"Cable & D2H","4239.4002775","24","64.9318467988971","52.38095238095238","-5.591248870509801"
Muthoot Microfin Ltd,MUTHOOTMF,"Microfinancing","4238.606124375","240.55","25.86250609784002","-9.618636107458187",
Va Tech Wabag Ltd,WABAG,"Water Management","4194.4334164599995","675.45","326.41505186458994","113.64858453265857","17.963697366985464"
Shanthi Gears Ltd,SHANTIGEAR,"Auto Parts","4193.672104245","536.95","62.54544525346761","61.902608171264916","34.00700156266989"
Prime Focus Ltd,PFOCUS,"Animation","4162.06166838","132.4","28.257598400298672","93.56725146198829","18.906763415224013"
Datamatics Global Services Ltd,DATAMATICS,"IT Services & Consulting","4110.51574995","692.8","21.75451574464143","128.27018121911036","47.1842669492401"
Kirloskar Industries Ltd,KIRLOSIND,"Investment Banking & Brokerage","4094.7145499050002","4215.6","18.254712451094463","112.72644698995815","39.25215147527727"
JTEKT India Ltd,JTEKTINDIA,"Auto Parts","4085.0159593949998","159.5","50.21531603435757","17.9733727810651","9.875349568925529"
La Opala R G Ltd,LAOPALA,"Housewares","4079.25","364.15","33.170027646771835","-3.5236455159623823","11.374117541170348"
Sharda Motor Industries Ltd,SHARDAMOTR,"Auto Parts","4079.03097785","1333.8","19.577782471082305","92.78745392787452","39.41459832466534"
Brightcom Group Ltd,BCG,"Advertising","4067.3215740949995","19.85","2.9666824026951106","-26.752767527675275","68.76349149017243"
Shrem Invit,SHREMINVIT,"Roads","4060.888","116","8.39026446280992","1.7543859649122806",
Salasar Techno Engineering Ltd,SALASAR,"Iron & Steel","4052.0772688","29.4","100.84811520159302","229.96632996632997","61.45165725209949"
Borosil Ltd,BOROLTD,"Housewares","4030.9981021","345.85","44.863640535336785","19.907577375181116",
LG Balakrishnan & Bros Ltd,LGBBROSLTD,"Industrial Machinery","4027.96089696","1271.35","15.988413039177544","89.11863146150985","25.49158750953704"
PTC India Financial Services Ltd,PFS,"Specialized Finance","3995.0023437","58.45","22.723407904556066","261.91950464396285","31.26188941016297"
Kirloskar Pneumatic Company Ltd,KIRLPNU,"Industrial Machinery","3973.72064385","658.15","36.60054014783095","15.54599719101123","31.215429216088975"
Kaveri Seed Company Ltd,KSCL,"Seeds","3968.0889429300005","673.95","14.60305797273029","27.654133914196418","2.492210162352171"
Hawkins Cookers Ltd,HAWKINCOOK,"Housewares","3964.671491625","7390","41.83025418469091","21.159458307374504","20.53332459635866"
Time Technoplast Ltd,TIMETECHNO,"Plastic Products","3961.04684703","169.55","18.0844945762225","106.39074863055386","11.955169559986011"
Bajaj Hindusthan Sugar Ltd,BAJAJHIND,"Sugar","3954.2978202","31.2","-29.349794553551643","119.71830985915494","31.615034074848403"
Garware Hi-Tech Films Ltd,GRWRHITECH,"Commodity Chemicals","3937.77462103","1599.3","23.700118092266035","157.6607056549057",
Gulf Oil Lubricants India Ltd,GULFOILLUB,"Commodity Chemicals","3908.64264032","884.85","16.824391530303025","110.70365519704727","-0.11599914110212994"
Inox Green Energy Services Ltd,INOXGREEN,"Heavy Electrical Equipments","3904.9598","130.6","-202.12007246376723","178.76200640341514",
Kolte-Patil Developers Ltd,KOLTEPATIL,"Real Estate","3882.3052117199995","491.8","37.89463359414352","77.54512635379061","12.804535742332535"
Neogen Chemicals Ltd,NEOGEN,"Specialty Chemicals","3861.0898982699996","1402.1","77.26815886071648","17.03672787979966",
DCX Systems Ltd,DCXINDIA,"Cables","3838.37627442","337.85","53.29597715106905","92.83675799086761",
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","3836.01208914","420.75","32.78362609298347","312.0959843290891","74.50591623582366"
Bombay Dyeing and Mfg Co Ltd,BOMDYEING,"Textiles","3835.353093","179.9","-7.422785161602482","150.55710306406687","9.476531095519336"
Greaves Cotton Ltd,GREAVESCOT,"Industrial Machinery","3797.8394925300004","166.6","48.67153008496736","16.62583129156458","6.4297478607145075"
Emudhra Ltd,EMUDHRA,"IT Services & Consulting","3785.7371855050005","460.3","61.3770620218061","71.68966803431555",
Fineotex Chemical Ltd,FCL,"Specialty Chemicals","3773.1986694","329.55","42.72190522418483","37.455683003128264","54.20054306768194"
Nirlon Ltd,NIRLON,"Real Estate","3762.42817","438.35","23.82640852384269","20.75757575757576","18.03165830714626"
Delta Corp Ltd,DELTACORP,"Theme Parks & Gaming","3762.18391285","137.6","14.394092332134521","-28.295987493486194","-10.001791324719612"
Lux Industries Ltd,LUXIND,"Apparel & Accessories","3747.983961435","1212.8","26.388678176688092","-16.600192545729616","0.589949559860381"
Prakash Industries Ltd,PRAKASH,"Iron & Steel","3747.287481075","213.85","19.672865818327413","214.25422483468043","20.26467050963752"
Bharat Rasayan Ltd,BHARATRAS,"Fertilizers & Agro Chemicals","3746.34807612","9021.25","30.06699900577847","-1.3882436531577078","16.030999731058415"
SEPC Ltd,SEPC,"Construction & Engineering","3743.0551956150002","26","-762.3330337301343","105.96464583070662","22.390098188951278"
IRB InvIT Fund,IRBINVIT,"Roads","3730.8735","69.99","10.094900968667138","7.992593735534629","0.31150555999215346"
Motilal Oswal NASDAQ 100 ETF,MON100,"Equity","3724.72539368","141.81",,"42.766535789791604","24.16600069407653"
Thanga Mayil Jewellery Ltd,THANGAMAYL,"Precious Metals, Jewellery & Watches","3718.41830946","1420.35","46.63178216027087","170.3240234096208","51.936031303802196"
Hikal Ltd,HIKAL,"Pharmaceuticals","3697.17298875","290.5","47.169851859530446","-17.412935323383085","13.943656143962912"
Harsha Engineers International Ltd,HARSHA,"Industrial Machinery","3690.472796175","397.7","29.93569756793481","8.735475051264523",
HLE Glascoat Ltd,HLEGLAS,"Industrial Machinery","3681.5573364","533.8","52.729265774849665","-10.391136478093014",
Dish TV India Ltd,DISHTV,"Cable & D2H","3654.89346569","19.9","-2.1709573076315376","29.641693811074912","-3.995265700241102"
Sudarshan Chemical Industries Ltd,SUDARSCHEM,"Diversified Chemicals","3637.199715","524.8","81.27820592178782","39.40762385442953","10.615074821420789"
Tasty Bite Eatables Ltd,TASTYBITE,"Packaged Foods & Meats","3597.22408","13840.15","119.07395167163187","37.440106455344846","11.040873220181657"
HMA Agro Industries Ltd,HMAAGRO,"Packaged Foods & Meats","3595.5269486","74.9","29.858220798870722","27.892085716725024",
Sai Silks (Kalamandir) Ltd,KALAMANDIR,"Textiles","3586.4981967800004","236.15","36.75820638290451","-3.5728868926092283",
Sharda Cropchem Ltd,SHARDACROP,"Fertilizers & Agro Chemicals","3584.911368825","383.55","10.483423116227018","-20.844082138066245","3.531360517360227"
Pilani Investment And Industries Corporation Ltd,PILANIINVS,"Asset Management","3583.58907375","3263.15","14.572174177578077","85.7175379186705","16.562519095833792"
Avalon Technologies Ltd,AVALON,"Electronic Equipments","3583.3916329300005","507.3","68.25507872247601","27.46231155778895",
ESAF Small Finance Bank Limited,ESAFSFB,"Private Banks","3564.85051665","69.2","11.7916463239283","0.21723388848661215",
Grauer And Weil (India) Ltd,GRAUWEIL,,"3559.280275","157.95","31.509209233356938","74.91694352159467",
Indian Metals and Ferro Alloys Ltd,IMFA,"Iron & Steel","3546.9429284400003","634.9","15.745995420580709","125.06203473945406","42.14696813329037"
Gufic Biosciences Ltd,GUFICBIO,"Pharmaceuticals","3533.77931144","345.6","44.33851080853198","59.262672811059915","33.533387308687914"
APM Finvest Ltd,MUFIN,,"3530.5282249800002","242.3","435.86768209629616","493.1456548347614",
Kovai Medical Center and Hospital Ltd,KOVAI,,"3521.16520029","3448.3","30.41255139307302","102.13370849087019",
Apollo Micro Systems Ltd,APOLLO,"Electronic Equipments","3505.4852469","123.7","187.0589779562442","302.53823625122027","62.55062374957274"
Sagar Cements Ltd,SAGCEM,"Cement","3499.6945977","262.85","120.51289936983473","25.886015325670503","17.302682516250755"
Imagicaaworld Entertainment Ltd,IMAGICAA,"Theme Parks & Gaming","3498.59431218","76.6","9.796416745106825","121.3872832369942","52.62209383424794"
Somany Home Innovation Ltd,HINDWAREAP,"Home Furnishing","3492.63884245","465.6","61.16705503415045","9.501411100658522",
Navneet Education Ltd,NAVNETEDUL,"Publishing","3472.37232835","160.7","16.97649520069425","44.51438848920861","8.504629924332963"
Flair Writing Industries Ltd,FLAIR,"Stationery","3471.1967744300005","323.9","29.36466267177062","-28.165890441339545",
KDDL Ltd,KDDL,"Precious Metals, Jewellery & Watches","3469.2710162400003","2726.25","64.73728337824231","159.02612826603325","44.64330301669772"
Rajratan Global Wire Ltd,RAJRATAN,"Iron & Steel","3457.251245","637.85","34.53107515980825","-18.37087279242385",
SeQuent Scientific Ltd,SEQUENT,"Pharmaceuticals","3435.248074775","140.9","-28.352988401906632","84.90813648293963","12.496975884754047"
Landmark Cars Ltd,LANDMARK,"Retail - Speciality","3434.41511204","832.8","40.65358797395848","35.52481692432872",
Indoco Remedies Ltd,INDOCO,"Pharmaceuticals","3430.75771665","364.9","24.117804686467498","8.102503332839568","15.509996830114758"
Cartrade Tech Ltd,CARTRADE,"Online Services","3417.29859198","712.3","100.50878211705876","47.215045985326014",
Gujarat Industries Power Company Ltd,GIPCL,"Power Generation","3396.34542654","219","17.999604783189376","168.2180036742192","24.40314367779859"
TVS Srichakra Ltd,TVSSRICHAK,"Tires & Rubber","3393.10685175","4400.05","43.50694770803955","34.73734172369973","13.339177796745116"
Shivalik Bimetal Controls Ltd,SBCL,"Iron & Steel","3390.00717","581.55","42.85723350189635","51.3270882123341",
Goodluck India Ltd,GOODLUCK,"Iron & Steel","3372.80044035","1054.35","38.41458360307511","143.30218068535822","72.99411708431364"
Tata Metaliks Ltd,TATAMETALI,"Iron & Steel","3367.2667125","1090.5","41.803435288640465","31.575772200772207","11.833463273247036"
Uflex Ltd,UFLEX,"Packaging","3350.6129504","458","6.970713692138052","-14.232209737827715","12.804105811823652"
Sanghvi Movers Ltd,SANGHVIMOV,"Business Support Services","3341.61716","814.35","29.819892557558465","146.84752955441047","52.8680639695436"
Axiscades Technologies Ltd,AXISCADES,"Construction & Engineering","3335.9435023349997","784.3","-636.6304393769236","159.96022538945974","65.95824505006813"
NRB Bearings Ltd,NRBBEARING,"Industrial Machinery","3335.591279","375.3","35.492565216003406","158.02681333791685","14.506028235749024"
Shalby Ltd,SHALBY,"Hospitals & Diagnostic Centres","3296.379647625","308.2","48.690984455317626","120.69459362692444","17.802524737074286"
Unichem Laboratories Ltd,UNICHEMLAB,"Pharmaceuticals","3294.63707125","467.8","-16.2923403780536","44.69532941540365","18.595172929858194"
Sanghi Industries Ltd,SANGHIIND,"Cement","3287.19835","121.95","-10.092718299048204","107.57446808510639","16.758658850341625"
Gensol Engineering Ltd,GENSOL,,"3276.1949549849996","953.75","131.5212747886395","192.83082591341724",
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,"Sugar","3261.8539109","404.2","13.043763389850842","21.235752849430117","34.494160891010765"
Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,"Hospitals & Diagnostic Centres","3254.1530818650003","381.7","49.477772264938494","14.332784184513992",
Thyrocare Technologies Ltd,THYROCARE,"Hospitals & Diagnostic Centres","3230.88531668","623.4","50.20020690926042","18.810748999428228","2.6099138946775735"
Nilkamal Ltd,NILKAMAL,"Plastic Products","3226.622968125","2072.45","24.09186118214735","9.95888048812839","9.209177301749838"
Goodyear India Ltd,GOODYEAR,,"3212.818427495","1428.45","26.15023952055187","33.67490174059519",
Johnson Controls-Hitachi Air Conditioning India Ltd,JCHAC,"Home Electronics & Appliances","3206.62095012","1219.6","-39.038482470416355","10.948373891289508","-7.443611306761245"
Shilpa Medicare Ltd,SHILPAMED,"Pharmaceuticals","3195.61187487","368.15","-98.38706511299249","51.222016841240496","-0.7774063590345714"
Vakrangee Ltd,VAKRANGEE,"Outsourced services","3194.43256935","29.2","3226.6995649998516","9.158878504672895","-8.306698278071433"
Maithan Alloys Ltd,MAITHANALL,"Iron & Steel","3187.132494","1091.9","6.3861432143787455","7.481051284575265","23.107741903790256"
Paramount Communications Ltd,PARACABLES,"Cables","3184.28380285","106.1","66.67260893739537","178.84362680683313","54.378210602571066"
Max Ventures and Industries Ltd,MAXVIL,"Packaging","3181.04884128","216.2","181.56671468493147","47.82905982905982","36.2464549499435"
Polyplex Corp Ltd,POLYPLEX,"Commodity Chemicals","3175.97538054","1007.05","9.116934724250784","-33.29027556968733","15.875544876095704"
ISMT Ltd,ISMTLTD,"Iron & Steel","3167.28457682","100.9","36.102639653710305","58.772619984264374","63.070958024862975"
Paras Defence and Space Technologies Ltd,PARAS,"Aerospace & Defense Equipments","3161.149944355","775.25","87.66361465210755","48.174694189602434",
Medi Assist Healthcare Services Ltd,MEDIASSIST,"Insurance","3158.9163505","486","42.65347489197949","4.718810601163537",
Filatex Fashions Ltd,FILATFASH,,"3153.61311914","19.55","264.7869957296393","8.913649025069645","53.2875759201723"
Fiem Industries Ltd,FIEMIND,"Auto Parts","3141.05402355","2367.7","22.46337712615319","37.381415184658664","37.09490892176959"
Mahanagar Telephone Nigam Ltd,MTNL,"Telecom Services","3140.55","45.1","-1.0773349890741686","97.80701754385964","26.908641423148772"
Tatva Chintan Pharma Chem Ltd,TATVA,"Specialty Chemicals","3133.5996878","1330.9","68.91576177259725","-35.3367019725974",
Saksoft Ltd,SAKSOFT,"IT Services & Consulting","3128.754966","305.45","38.164856867528705","113.60139860139859","63.36618387841868"
Bajaj Consumer Care Ltd,BAJAJCON,"FMCG - Personal Products","3126.36192","221.45","22.456270076138477","30.958013010053218","-8.996433143420369"
Ashiana Housing Ltd,ASHIANA,"Real Estate","3106.720705585","305.5","111.3919220360345","101.31795716639209","22.268302342981407"
Automotive Axles Ltd,AUTOAXLES,"Auto Parts","3106.417581","1990.7","19.174233572001746","-19.958988380041006","10.450770156781374"
GMR Power and Urban Infra Ltd,GMRP&UI,"Power Generation","3087.3860107200003","53.2","2.6102571130293653","180.00000000000003",
CARE Ratings Ltd,CARERATING,"Stock Exchanges & Ratings","3076.39250217","1164.75","36.82979171758649","92.26642456256192","3.129112312511939"
Skipper Ltd,SKIPPER,"Power Infrastructure","3065.11650362","296","86.19562721091097","182.89447441166865","34.92764092071327"
Sundaram Clayton Ltd,SUNCLAY,"Auto Parts","3061.9266193599997","1504.2","-28.393236455489617","-0.4994212005953335",
Prataap Snacks Ltd,DIAMONDYD,"Packaged Foods & Meats","3055.45935152","1309.45","150.44113006006853","60.609591561388456","4.902808463373631"
ideaForge Technology Ltd,IDEAFORGE,"Aerospace & Defense Equipments","3053.83099175","707.3","95.46205038293208","-45.38013050696939",
Dishman Carbogen Amcis Ltd,DCAL,"Labs & Life Sciences Services","3048.647282275","194.35","-102.30360007634295","135.57575757575756","-1.1479592182757847"
Greenply Industries Ltd,GREENPLY,"Wood Products","3044.639072925","238.95","33.30021954418682","72.09218581202737","12.773523002064536"
Bannari Amman Sugars Ltd,BANARISUG,"Sugar","3027.5224695","2408.4","21.112430052301278","-12.989757762965361","10.430569087409737"
Heritage Foods Ltd,HERITGFOOD,"FMCG - Foods","2993.59896","315.45","51.640485768500966","101.75887432043493","4.664732464094712"
Mahindra Logistics Ltd,MAHLOG,"Logistics","2977.97448234","403.85","113.31714164155001","-11.678512848551117","-3.6929672097309574"
Bharat Bijlee Ltd,BBL,"Heavy Electrical Equipments","2976.0549804","5058.9","35.76129512617159","90.23427217688862","35.34492574598247"
IFGL Refractories Ltd,IFGLEXPOR,"Industrial Machinery","2973.06304344","807.55","37.53393565761897","215.51084196132055","29.317154460906192"
Innova Captab Ltd,INNOVACAP,"Pharmaceuticals","2958.814953945","533.65","43.54400226556286","-1.4314739564093093",
Venus Pipes & Tubes Ltd,VENUSPIPES,"Iron & Steel","2955.5195382","1435.45","66.85183302872659","96.13991938238709",
Dreamfolks Services Ltd,DREAMFOLKS,"Logistics","2954.6038166400003","550.3","40.736299691713825","49.63970088375254",
Avantel Ltd,AVANTEL,"Communication & Networking","2945.9946138","116.25","109.76134924739193","335.1759421013227","99.44832236749419"
Ems Ltd,EMSLIMITED,"Construction & Engineering","2930.083031355","567","27.251516288643987","102.57234726688105",
Anup Engineering Ltd,ANUP,"Textiles","2916.5541105","3015","56.70919911530239","164.23031418430395",
DEN Networks Ltd,DEN,"Cable & D2H","2908.2720754","57.95","11.976083328117292","86.33440514469453","-4.168815335657261"
