Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1Y Return","5Y CAGR","1Y Historical Revenue Growth"
Jhandewalas Foods Ltd,JFL,,"163.6527101","140","6.756924446738235","1937.8457059679768",,"182.50259605399788"
Kaarya Facilities & Services Ltd,KAARYAFSL,,"5.1332916420000005","4.61","-1.014484514229249","-44.45783132530121","-19.8644275703481","30.438635356668176"
Sagar Diamonds Ltd,SAGAR,,"38.563529","27.5","1.922409222333001","-24.65753424657534","27.536653468905968","-13.749123712531508"
Yug Decor Ltd,YUG,,"43.157076","35.71","33.19775076923078","-17.367725776756185","30.764849456973465","-10.10876519513756"
StarlinePS Enterprises Ltd,STARLENT,,"496.7127","120.7","277.4931284916203","8.984198645598196","50.37011211647129","48.215158924205404"
Prime Fresh Ltd,PRIMEFRESH,,"286.561107","201.2","41.172572844827506","-6.418604651162796","42.65998434509333","50.030090270812465"
Escorp Asset Management Ltd,ESCORP,,"86.065112042","73.55","4.989281857507246","33.72727272727273","49.80131035314508","738.5593220338983"
Gujarat Hy Spin Ltd,GUJHYSPIN,,"18.09","14.98","106.41176470587644","16.124031007751938","24.539856738579502","50.175103470232415"
KMS Medisurgi Ltd,KMSMEDI,,"41.25","125","89.67391304347812","15.955473098330243","32.8998648533561","26.515837104072414"
Unifinz Capital India Ltd,UCIL,,"29.18002","132.15","-25.59650877192973","252.58804695837787",,"226.0109289617486"
Visco Trade Associates Ltd,VISCO,,"149.871374","73.4","4.516919047619047","272.43758879642786","88.72297838798089","156.00370885489104"
Riddhi Steel and Tube Ltd,RSTL,,"41.011876644","52.8","8.544140967500011","50.857142857142854","26.970487769000417","8.220255653883957"
Le Lavoir Ltd,LELAVOIR,,"82.2798","250.4","79.1151923076923","273.7871324078221","69.02523134710412","24.1860465116279"
Superior Finlease Ltd,SUPERIOR,,"3.57119","1.65","59.51983333333346","22.222222222222207","-0.59528040621315","-44.64285714285715"
Eiko Lifesciences Ltd,EIKO,,"69.149760105","49.84","90.98652645394749","-6.714819996557139","7.558760855205016","46.63536776212831"
Advik Capital Ltd,ADVIKCA,,"111.319936","2.47","17.179002469135824","23.429468874928638","11.888026992167756","40.32132633982493"
Umiya Tubes Ltd,UMIYA,,"6.20413354","5.74","-1.8247451588235295","-6.666666666666669","-6.447397111079112","-92.65927977839335"
Hiliks Technologies Ltd,HILIKS,,"30.516","64.65","762.9","617.5360710321866","33.40601752563768","-72.75132275132275"
Amin Tannery Ltd,AMINTAN,,"27.101313360000002","2.36","77.43232388571371","16.831683168316825","19.216724531209906","-10.505319148936177"
Vidli Restaurants Ltd,VIDLI,,"74.437545","62.22","47.71637499999997","-6.182147165259341","45.626791233571936","15.880322209436137"
Elitecon International Ltd,ELITECON,,"1.2705","10.5","0.26579497907949823","0","0.9805797673485328","-2.4344248242756716"
Diggi Multitrade Ltd,DML,,"26.9905475","26.16","-96.3948125","13.986928104575169","23.56924074712248","-50"
Dhatre Udyog Ltd,DHATRE,,"212.7881385","19.02","19.049967636526365","92.13055666800162","39.61891879513952","99.30946756314741"
Legacy Mercantile Ltd,LEGACY,,,,"0",,,"25"
Thinkink Picturez Ltd,THINKINK,,"105.742332","24.97","41.96124285714287","-76.21904761904761","60.56117473903644","-58.90625000000001"
Growington Ventures India Ltd,GROWINGTON,,"97.29568764","5.28","84.60494577391279","-62.419928825622776","36.532267908375935","70.44239183276618"
Vaksons Automobiles Ltd,NAKSH,,"13.47673488","8.47","673.8367440000006","-46.863237139272265","-15.619198935967571","163.15789473684214"
Garment Mantra Lifestyle Ltd,GARMNTMNTR,,"56.6166042","6.63","22.829275887096934","30.769230769230763","24.12698368466455","-4.61011438193114"
Pecos Hotels and Pubs Ltd,PECOS,,"18.5216325","132","15.830455128205116","71.96456487754037","21.307477789303086","11.659192825112118"
UR Sugar Industries Ltd,URSUGAR,,"90.5625","15.72","164.6590909090909","10.315789473684214","56.96170930194175","-82.33369683751364"
Filtra Consultants and Engineers Ltd,FILTRA,,"92.9199","116.21","25.955279329608878","232.0285714285714","53.809070110994895","10.2330182457683"
Web Element Solutions Ltd,WEBSL,,,,"0",,,"13.524590163934436"
Vintage Coffee and Beverages Ltd,VINCOFE,,"756.673414175","64.28","63.16138682595995","204.184297132111",,"108.45448798988619"
JMJ Fintech Ltd,JMJFIN,,"27.2552","20.6","12.676837209302327","26.338461538461544","13.701864830414667","64.17582417582418"
Lucent Industries Ltd,LUCENT,,"141.065250073731","121.23","-1175.5437506144249","207.06686930091186","48.79756256515782",
Has Lifestyle Ltd,HASJUICE,,,,"0",,,"13.55311355311355"
Ganesha Ecoverse Ltd,GANVERSE,,"84.0914468","69.5","19.926883127962082","-30.673316708229425","32.52785737809343","5282.608695652174"
O P Chains Ltd,OPCHAINS,,"21.29665","32.64","11.511702702702697","50.76212471131641","24.300104279158717","286.8279569892474"
Star Housing Finance Ltd,STARHFL,,"450.045761672","57.56","50.68082901711711","22.860192102454644","37.85223378835396","65.52094522019335"
CAPTAIN PIPES Ltd,CAPPIPES,,"283.4493492","18.95","71.0399371428571","-32.56227758007118","88.32320882022675","-10.915657036346694"
Seacoast Shipping Services Ltd,SEACOAST,,"202.54368","4.47","9.987360946745554","35.320986009327115",,"-12.9111095593883"
Regency Fincorp Ltd,REGENCY,,"47.27277172","12.9","24.242447035897435","30.83164300202841","14.170423758705608","16.346153846153854"
Colab Cloud Platforms Ltd,COLABCLOUD,,"169.524","14.26","94.70614525139665","139.7041519583123",,"62.9139072847682"
Emerald Finance Ltd,EMERALD,,"96.06781255","31.47","23.148870493975902","35.88082901554404","29.32291881301534","15.57093425605538"
Octavius Plantations Ltd,OCTAVIUSPL,,"27.27","71.46","14.428571428571423","62.816131237183846",,"22.210005497526097"
Aayush Food and Herbs Ltd,AAYUSH,,"78.837275","295.35","138.31100877192983","822.9687500000001","61.781162721335605","-90.28901734104046"
JLA Infraville Shoppers Ltd,JSHL,,"2.75825","5.12","25.075000000000003","70.66666666666667","-13.46266824519452","-20.000000000000007"
DRA Consultants Ltd,DRA,,"48.21315","52.02","20.25762605042015","88.13743218806512","33.00013046093273","29.513444302176705"
Meghna Infracon Infrastructure Ltd,MIIL,,"325.584703125","381.25","192.6536704881659","170.5819730305181","85.49492250385072","320.54380664652564"
Zinema Media and Entertainment Ltd,ZINEMA,,"10.2093075","14","-85.0775625","-54.574951330305","22.865967908314722","0"
Supernova Advertising Ltd,SUPERNOVA,,,,"0",,,"-66.7014395994158"
Fraser and Co Ltd,FRASER,,"4.2063154","4.79","-5.324449873417722","-30.072992700729923","-7.827662072521946","-99.765625"
Bansal Roofing Products Ltd,BRPL,,"102.0247848","86.87","28.73937599999992","25.31736872475478","53.33072572445619","13.229155517499724"
Quasar India Ltd,QUASAR,,"7.0064225","12.35","4.220736445783139","-42.691415313225065","-16.918855097213882","740.0921658986176"
Vistar Amar Ltd,VISTARAMAR,,"65.648","191.8","17.694878706199436","-37.207398919626776","48.01201387150622","15.472109691492664"
Dekson Castings Ltd,DEKSON,,,,"0",,,"-18.976396354288383"
Parnav Sports Academy Ltd,PSAL,,,,"0",,,
Kanak Krishi Implements Ltd,KKIL,,,,,,,"0"
Golden Crest Education & Services Ltd,GOLDENCREST,,"41.4355","78","591.9357142857142","21.552127162225336","34.83769220270998","-32.49999999999999"
Kaizen Agro Infrabuild Ltd,KAIZENAGRO,,"93.8321706","20.89","938.321706000032","38.89627659574469","14.8588410665484","46.855345911949684"
Gracious Software Ltd,GSL,,,,"0",,,"-11.111111111111105"
Laxmipati Engineering Works Ltd,LAXMIPATI,,"36.519403048452595","74.02","47.42779616682166","105.6111111111111","7.31715413734757","164.2201834862385"
Unishire Urban Infra Ltd,UNISHIRE,,"5.6755305","2.29","11.351060999999989","35.502958579881664","-0.4310505348851912","321.2121212121212"
Lancer Container Lines Ltd,LANCER,,"1457.92281456","51.51","24.9772625417166","-41.01007787448465",,"-23.50068003074921"
SM Auto Stamping Ltd,SMAUTO,,"71.45048304","50","23.816827679999992","17.674746999293944",,"-2.4233784746970577"
Stellar Capital Services Ltd,STELLAR,,"12.231135","4.16","-15.88459090909089","4.0000000000000036","1.5082183477493905","-25.47770700636943"
Julien Agro Infratech Ltd,JULIEN,,"57.170421","28.64","1143.4084199999936","127.3015873015873",,"967.5000000000001"
Ecs Biztech Ltd,ECS,,"17.965111078","10.56","6.393277963701068","5.07462686567164","29.495054891599672","63.43283582089554"
Lakhotia Polyesters (India) Ltd,LAKHOTIA,,"35.6115592","38.99","508.73655999998465","17.26315789473685","34.01374372080215","87.86279683377309"
SDC Techmedia Ltd,SDC,,"5.50564","8.48","-1.8352133333333331","4.562268803945758","3.042075654744303","6.200873362445414"
NIBE Ltd,NIBE,,"1958.468409975","1982.85","103.0230620712782","511.6078193665707","215.72906004842736","168.12588069516207"
Mystic Electronics Ltd,MYSTICELE,,"8.361122904","4.24","-5.649407367567568","30.46153846153847","3.155371228858095","-88.01742919389977"
Shanti Guru Industries Ltd,SHANTIGURU,,"20.1884","13.98","-201.88400000000001","66.42857142857143","1.8589974552053024","-56.25"
Waaree Renewable Technologies Ltd,WAAREERTL,,"19582.1448053","2018.75","132.1956714055222","891.9172562893082","266.8105272803821","149.62126585151356"
CDG Petchem Ltd,CDG,,"14.1226475","32.59","-19.34609246575328","110.25806451612907","-2.741737282509704","-19.6024941543258"
Sophia Traexpo Ltd,STRAEXPO,,"6.4158","12.58","-53.465","0","0",
Aerpace Industries Ltd,AERPACE,,"258.995966035","26.94","-186.328033118705","432.1329272655622","96.38960448076925","-75"
Caspian Corporate Services Ltd,CASPIAN,,"264.0876","66.09","33.34439393939392","185.60933448573897","44.11875358845543","5690.384615384615"
Olympic Cards Ltd,OLPCL,,"5.9363668","3.21","-5.763462912621363","10.689655172413795","-14.437907228894332","2.466907340553548"
Shahlon Silk Industries Ltd,SHAHLON,,"191.55375525","22.05","48.00845996240568","56.382978723404264",,"-1.0695356882160612"
Yunik Managing Advisors Ltd,YUNIKM,,"23.960563458000003","11.4","-72.60776805454546","16.564417177914123","53.90976817426256","-28.57142857142857"
Bothra Metals and Alloys Ltd,BMAL,,"19.395893697696","12.12","69.27104892034329","284.76190476190476","15.098661687465764","-6.9448972937724225"
7Seas Entertainment Ltd,7SEASL,,"84.06388114500001","39.16","87.56654285937513","45.576208178438655","35.7327822914721","112.0503597122302"
Telogica Ltd,TELOGICA,,"61.073682552","20.57","72.70676494285698","243.97993311036788","56.231428447310286","142.8380187416332"
Crane Infrastructure Ltd,CRANEINFRA,,"13.10802","36.29","9.04001379310345","163.16171138506164","25.49247467796423","231.77570093457942"
Gokak Textiles Ltd,GOKAKTEX,,"122.3494731","166.1","-5.574007886104784","434.08360128617363","52.71015830477368","18.571192326773623"
Smart Finsec Ltd,SMARTFIN,,"38.43","12.86","16.353191489361723","73.12834224598929","19.623452619501247","-18.471544715447152"
Lehar Footwears Ltd,LEHAR,,"229.824387","146.05","35.03420533536578","9.007633587786268","50.20819895299597","-6.368784795546157"
Worth Investment & Trading Co Ltd,WORTH,,"492.312176","342.2","264.6839655913978","831.156462585034","80.0198046417566","20.54794520547947"
Sangam Finserv Ltd,SANGAMFIN,,"114.667365","110.05","14.49650632111252","57.59702133753401","10.749926070376524","12.606060606060598"
Sharp Investments Ltd,SHARPINV,,,"0.76",,"-17.20430107526882","23.927602766410683","136.36363636363637"
Purshottam Investofin Ltd,PURSHOTTAM,,"24.2545995","42.4","2.8943436157517897","162.5386996904025","32.479921409773624","399.6216897856242"
Econo Trade (India) Ltd,ETIL,,"12.88200675","8.47","5.0917022727272725","2.9161603888213876","-2.2278839458877764","58.20568927789935"
Easun Capital Markets Ltd,EASUN,,"28.2377286","46.22","39.2190675","-7.946624178450512",,"-1.0204081632653184"
Beekay Niryat Ltd,BNL,,"37.737287907","49.6","15.466101601229502","-15.660601938445843","37.751499568772594","13.534566699123673"
Nivaka Fashions Ltd,NIVAKA,,"41.076","4.1","-157.9846153846152","64.65863453815258","-16.24858463055514","-51.50214592274679"
G D Trading and Agencies Ltd,GDTRAGN,,"0.2007","21.07","-10.034999999999991",,,
Shyamkamal Investments Ltd,SHYMINV,,"10.80924","9.65","-54.0462","159.40860215053763","0.29270833258552287",
Prismx Global Ventures Ltd,PRISMX,,"57.0844534","1.3","-3.4202788136608744","-43.722943722943725","-49.10000516820384","-16.052880075542962"
Palco Metals Ltd,PALCO,,"34.74","79.67","12.232394366197175","31.685950413223143","23.34970715828475","22.17028172525555"
Kalyan Capitals Ltd,KALYANCAP,,"92.475577905","17.47","15.412596317500004","-13.257199602780544","14.185268936420336","65.53953257086027"
Veer Energy & Infrastructure Ltd,VEERENRGY,,"33.69652962","20.67","105.30165506250034","55.6554307116105","27.436276099754984","41.354292623941966"
Banas Finance Ltd,BANASFN,,"102.530659088","10.41","23.355503209111614","-20.04608294930875","23.051732216087228","252.6819923371648"
Regis Industries Ltd,REGIS,,"209.93272","151.15","-225.7341075268818","66.40977650555985",,"-47.90681971640783"
Wardwizard Healthcare Ltd,AYOME,,,"0","0",,,"-21.42857142857143"
Abhinav Leasing & Finance Ltd,ALFL,,"10.34586","2.14","57.47699999999901","50.70422535211269","5.988502997905321","-21.411983279145375"
Vaxfab Enterprises Ltd,VEL,,"8.3916","10.01","-2.3571910112359546","-40.83924349881798",,"-44.735276621058894"
KSHITIJ Investments Ltd,KSHITIJ,,"0.66087","10.5","-3.003954545454545",,,"-89.47368421052632"
MPDLLtd,MPDL,,"34.712849892","39.64","1.8723220006472494","80.83941605839415","54.86551709204588","120.98214285714283"
Supra Pacific Financial Services Ltd,SUPRAPFSL,,"81.889468295","31.46","122.22308700746291","72.19485495347566","13.777124816901075","109.62783171521036"
Shri Vasuprada Plantations Ltd,VASUPRADA,,"72.041159792","93.6","-10.882350421752255","31.55305692199577","1.7436022520478378","-2.3526597017305972"
Virtual Global Education Ltd,VIRTUALG,,"36.435078028","0.85","-20.01927364175824","-3.3707865168539355","33.56042305195701","-49.62406015037594"
Quint Digital Ltd,QUINT,,"478.66616123999995","94.25","6.411279952317172","-39.54457985888391","32.86595762901343","130.6957708049113"
KJMC Corporate Advisors (India) Ltd,KJMCCORP,,"24.343928","62.7","10.538496969696967","78.83628066172275","25.80065226254331","50.28735632183909"
USG Tech Solutions Ltd,USGTECH,,"35.433374789999995","9.11","-95.76587781081079","122.19512195121952","22.51827892260696","-97.22222222222221"
First Fintec Ltd,FIRSTFIN,,"8.21817645","7.51","-41.09088225000004","50.803212851405604","-5.183750575105628","-59.69125214408233"
PVV Infra Ltd,PVVINFRA,,"80.114558286","24.166666666666668","25.92704151650485","103.50877192982456","0.7042949693310208","136.64629285144832"
Response Informatics Ltd,RESPONSINF,,"58.2561088","71.49","26.48004945454544","62.884483937115505","50.43173490031361","201.41718334809565"
Quantum Build-Tech Ltd,QUANTBUILD,,"8.697773609999999","3.43","-28.992578699999996","24.727272727272734","-13.902364874787498",
Ashika Credit Capital Ltd,ASHIKA,,"68.92776","73.98","6.435831932773111","123.30214307274373","20.765912675337717","53.941908713692975"
Megh Mayur Infra Ltd,TRANOCE,,"0.0819","0.13","-0.546","0","1.6137364741595661",
Velox Industries Ltd,VELOXIND,,"13.563774","17.01","75.35430000000002","0",,
Oxygenta Pharmaceutical Ltd,OXYGENTAPH,,"127.7406","35.15","-36.7070689655172","1.5602427044206852","34.2178751065767","27.59396080950851"
Orchasp Ltd,ORCHASP,,"66.920148864","3.23","98.41198362352925","0.6230529595015581","11.313578241635946","-50.49330514446794"
Konndor Industries Ltd,KONNDOR,,"5.7223734","10.79","8.803651384615389","28.29964328180736","55.155808860960946","19.601040763226372"
Nexus Surgical and Medicare Ltd,NEXUSSURGL,,"6.9328973","14.96","33.013796666666664","46.9548133595285","4.683184708394994","124.35897435897436"
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,,"385.45286","11.14","-11.666248789346247","-70.13404825737264","24.934050666250407","146.12500000000003"
Bangalore Fort Farms Ltd,BFFL,,"22.8835392","49.5","65.38154057142874","213.29113924050634","28.900800313041675","50.14028056112225"
Mount Housing and Infrastructure Ltd,MOUNT,,"9.0800426","29.98","113.50053249999989","-0.26613439787091914",,"8.900523560209429"
Samsrita Labs Ltd,SAMSRITA,,"25.115565376","16.51","-100.462261504","-8.277777777777768","-15.132157622783538",
3B Blackbio DX Ltd,3BBLACKBIO,,"694.89587655","1163.7","21.224675520769704","176.93955259400286","64.69057013831163","25.466917619805972"
Good Value Irrigation Ltd,VUENOW,,"55.8924135","34.34","10.916487011718756","621.4285714285716",,
New Light Apparels Ltd,NEWLIGHT,,"4.36390901","19.41","12.121969472222233","-7.571428571428571","-14.264180677458782","99.18166939443537"
Tirupati Finlease Ltd,TFLL,,,"0","0",,,"-72.22787385554426"
Trinity League India Ltd,TRINITYLEA,,"17.5359335","23.99","-6.4947901851851855","2.085106382978717","12.606348022667646","-91.06628242074927"
ACE Software Exports Ltd,ACESOFT,,"121.28","239.8","24.550607287449377","1182.3529411764707","62.90731227345503","176.5799256505576"
Classic Filaments Ltd,CFL,,"24.3555864","37.87","-243.55586399999999","48.801571709233784","18.583579528626927",
Monind Ltd,MONIND,,"9.3872181","24.92","-4.765085329949239","7.87878787878788","21.273213743900698",
Tejassvi Aaharam Ltd,TEJASSVI,,"45.206","55","-53.81666666666667","269.87222595830536",,
Variman Global Enterprises Ltd,VARIMAN,,"481.587975","16.3","426.1840486725643","4.21994884910486","14.757410683778826","-1.5906062624916673"
Cella Space Ltd,CELLA,,"25.692801675","12.46","111.70783336956511","46.58823529411766","22.591710779634823","8.56777493606138"
Narendra Properties Ltd,NARPROP,,"32.5330992","39.99","14.523705000000014","65.17967781908303","34.16298592956559","151.159793814433"
VERTEX Securities Ltd,VERTEX,,"29.974936545","5.09","63.77646073404243","81.78571428571429","26.360733744187215","8.472553699284013"
Inertia Steel Ltd,INERTIAST,,"3.63248","146","-121.08266666666678","2.0622160083886674",,"-30.35714285714286"
Milestone Global Limited,MILESTONE,,"13.537215","26","18.801687500000025","56.156156156156165","13.179836563100178","-1.3767209011264159"
Sparc Electrex Ltd,SPAR,,"32.228288","21.52","322.2828799999992","-3.106708689779384","36.295820117009555","40.68441064638784"
Xtglobal Infotech Ltd,XTGLOBAL,,"532.538662275","43.38","45.594063550941726","8.477119279819956","70.73543754755983","-10.67882472137791"
Scoobee Day Garments (India) Ltd,SCOOBEEDAY,,"110.7","78.16","29.598930481283404","-32.62068965517242","14.916922966026913","-22.35271831786323"
Accedere Ltd,ACCEDERE,,"37.8672126","81.32","-473.3401575000008","40.20689655172412","88.68774339734098","65.24390243902438"
Lloyds Enterprises Ltd,LLOYDSENT,,"4236.1816479300005","32.97","36.03114440699163","111.4817190506735","79.28327996680933","175.45772785654924"
Johnson Pharmacare Ltd,JOHNPHARMA,,"62.7","0.9","-313.5","80","29.19940099556333",
Best Agrolife Ltd,BESTAGRO,,"1407.6895959","701.1","13.246349824974121","-32.64159100734975",,"7.332921499988565"
AMS Polymers Ltd,AMS,,"8.5105425","25.77","14.184237500000094","4.969450101832989","5.9196441187400195","-1.56378600823045"
Frontline corporation Ltd,FRONTCORP,,"19.355","37.7","15.86475409836077","32.60640168835738","25.728003966119385","12.493833251109997"
Kanoria Energy & Infrastructure Limited,KEIL,,"242.9951986","34.12","30.915419669211197","68.74381800197823","14.417368419269705","10.404276856889783"
KCD Industries India Ltd,KCDGROUP,,"34.654285581","9.71","14.499701079916326","-58.39760068551843","23.844140992548347","355.5789473684211"
Vardhan Capital and Finance Ltd,VARDHANCFL,,,"0","0",,,"-43.2"
Mudunuru Ltd,MUDUNURU,,"45.24","11.74","-14.316455696202532","0.945829750644879","21.68669169964994","35.321100917431195"
Hari Govind International Ltd,HARIGOV,,,"0","0",,,
Scintilla Commercial & Credit Ltd,SCC,,"5.074055162","5.25","-2.3169201652968034","36.36363636363636","-9.753172879811146","11.111111111111093"
SG Finserve Ltd,SGFIN,,"2477.35374","401.7","31.52250591678331","-32.191087103308575","167.18739340816347","352.14489990467104"
Espire Hospitality Ltd,ESPIRE,,"132.911438","106.65","52.32733779527561","578.0038143674507","72.41401443647608","93.0961232076474"
Pro Clb Global Ltd,PROCLB,,"3.424113","6.49","19.022850000000002","21.082089552238802","3.861378440205998","10.989010989010994"
Ishaan Infrastructures and Shelters Ltd,IISL,,"3.9106584","7.29","-48.88322999999999","157.5971731448763","-12.172471008739393","5.263157894736836"
Sumuka Agro Industries Ltd,SUMUKA,,"117.16169745","159.5","27.567458223529396","43.04932735426009","56.7588816377","96.9186671443927"
Indra Industries Ltd,INDRAIND,,"8.19997062","16.59","45.555392333333295","322.13740458015263","-9.613673005842504","-66.56626506024097"
Vashu Bhagnani Industries Ltd,POOJAENT,,"956.810235","387.05","118.41710829207916","1466.5510263081817","183.55553919350055","25.139425139425153"
Odyssey Corporation Ltd,ODYCORP,,"34.3123482","11.79","20.670089277108456","83.07453416149066","42.450359478702815","-53.076429030186254"
Gallops Enterprise Ltd,GALLOPENT,,"11.0300914","25.31","1103.0091400000006","37.647058823529406","31.12206880227677","-20.000000000000007"
Dhampure Speciality Sugars Ltd,DHAMPURE,,"73.244632","97.73","78.75766881720418","91.47727272727275","47.66505541061798","19.548569125352678"
Indus Finance Ltd,INDUSFINL,,"20.8774665","22.24","27.836622000000006","-19.361856417693982","12.778474411224593","54.05405405405408"
Amerise Biosciences Ltd,AMERISE,,"4.162347","0.61","-29.73105","-17.56756756756757","-6.638831910300036","300"
JSL Industries Ltd,JSLINDL,,"144.62640694","1634.15","23.516488933333335","308.5375","78.53091279673292","10.701754385964923"
Shraddha Prime Projects Ltd,SHRADDHA,,"266.1415875","128","40.75675153139358","464.9461145774249","89.13152508103454","883.758700696055"
Biogen Pharmachem Industries Ltd,BIOGEN,,"73.091536","1.11","37.87126217616581","70.76923076923077","40.8830018117031","161.5384615384615"
Vasudhagama Enterprises Ltd,VASUDHAGAM,,"49.315784058","36.02","30.255082244171806","481.90630048465266","-0.5354328787083862",
Tricom Fruit Products Ltd,TRICOMFRU,,"3.7424338","1.44","-23.39021125","4.347826086956526","-23.676629641012028",
Ontic Finserve Ltd,ONTIC,,"5.40018","0.6","-1.963701818181818","-3.225806451612906","3.713728933664817","-68.62745098039215"
